position_id,delivery_time,direction,volume_mwh,trade_price_eur_mwh
POS-00797,2026-03-14 16:45:00+00:00,BUY,38.32,104.63
POS-00798,2026-03-14 19:15:00+00:00,SELL,56.96,104.67
POS-00799,2026-03-15 01:15:00+00:00,SELL,17.27,59.84
POS-00800,2026-03-15 11:45:00+00:00,SELL,72.18,82.19
POS-00801,2026-03-15 17:15:00+00:00,SELL,20.72,135.01
POS-00802,2026-03-15 18:00:00+00:00,BUY,61.34,104.41
POS-00803,2026-03-15 20:15:00+00:00,SELL,17.94,77.77
POS-00804,2026-03-16 09:00:00+00:00,BUY,75.54,107.84
POS-00805,2026-03-16 22:30:00+00:00,SELL,21.11,97.31
POS-00806,2026-03-16 23:00:00+00:00,SELL,63.51,113.16
POS-00807,2026-03-17 02:00:00+00:00,SELL,72.1,53.63
POS-00808,2026-03-17 08:45:00+00:00,BUY,25.4,77.0
POS-00809,2026-03-17 12:00:00+00:00,BUY,12.43,119.08
POS-00810,2026-03-17 16:30:00+00:00,SELL,51.89,104.72
POS-00811,2026-03-17 19:00:00+00:00,SELL,44.92,127.78
POS-00812,2026-03-17 19:45:00+00:00,BUY,43.35,70.22
POS-00813,2026-03-18 03:45:00+00:00,SELL,67.51,77.98
POS-00814,2026-03-18 05:15:00+00:00,BUY,42.05,73.03
POS-00815,2026-03-18 10:15:00+00:00,BUY,44.76,111.67
POS-00816,2026-03-18 17:45:00+00:00,SELL,43.98,137.52
POS-00817,2026-03-18 19:15:00+00:00,BUY,41.37,143.48
POS-00818,2026-03-19 04:00:00+00:00,BUY,37.46,72.18
POS-00819,2026-03-19 12:45:00+00:00,BUY,17.87,93.69
POS-00820,2026-03-19 14:00:00+00:00,BUY,28.62,96.28
POS-00821,2026-03-19 20:00:00+00:00,BUY,26.19,78.45
POS-00822,2026-03-20 02:45:00+00:00,BUY,24.85,84.34
POS-00823,2026-03-20 11:30:00+00:00,SELL,67.63,110.22
POS-00824,2026-03-20 13:30:00+00:00,SELL,14.12,87.93
POS-00825,2026-03-20 20:15:00+00:00,SELL,21.43,87.6
POS-00826,2026-03-20 21:45:00+00:00,SELL,47.11,68.83
POS-00827,2026-03-21 06:30:00+00:00,BUY,30.0,60.92
POS-00828,2026-03-21 08:15:00+00:00,BUY,24.21,85.32
POS-00829,2026-03-21 10:30:00+00:00,BUY,34.87,74.5
POS-00830,2026-03-21 13:45:00+00:00,BUY,45.16,63.6
POS-00831,2026-03-21 14:45:00+00:00,SELL,58.95,98.67
POS-00832,2026-03-21 16:15:00+00:00,BUY,82.78,123.96
POS-00833,2026-03-21 16:45:00+00:00,BUY,73.21,85.56
POS-00834,2026-03-21 17:45:00+00:00,SELL,39.4,116.41
POS-00835,2026-03-21 20:45:00+00:00,BUY,41.13,73.38
POS-00836,2026-03-22 00:30:00+00:00,BUY,38.26,61.54
POS-00837,2026-03-22 14:15:00+00:00,SELL,24.11,76.0
POS-00838,2026-03-22 16:45:00+00:00,SELL,81.14,114.13
POS-00839,2026-03-22 23:00:00+00:00,BUY,10.49,53.4
POS-00840,2026-03-23 00:30:00+00:00,SELL,21.4,71.63
POS-00841,2026-03-23 01:00:00+00:00,BUY,57.96,59.74
POS-00842,2026-03-23 11:00:00+00:00,BUY,52.16,102.95
POS-00843,2026-03-23 12:30:00+00:00,SELL,27.29,119.22
POS-00844,2026-03-23 20:15:00+00:00,BUY,79.96,111.03
POS-00845,2026-03-24 02:15:00+00:00,BUY,37.76,72.72
POS-00846,2026-03-24 06:30:00+00:00,SELL,52.7,82.65
POS-00847,2026-03-24 09:00:00+00:00,SELL,12.28,114.21
POS-00848,2026-03-24 15:45:00+00:00,BUY,76.27,115.96
POS-00849,2026-03-24 16:30:00+00:00,SELL,13.24,127.72
POS-00850,2026-03-25 00:15:00+00:00,BUY,36.52,38.09
POS-00851,2026-03-25 04:15:00+00:00,SELL,75.85,80.17
POS-00852,2026-03-25 08:45:00+00:00,BUY,80.6,94.4
POS-00853,2026-03-25 13:15:00+00:00,BUY,77.32,89.76
POS-00854,2026-03-25 16:45:00+00:00,BUY,71.21,114.74
POS-00855,2026-03-25 22:15:00+00:00,SELL,23.66,60.13
POS-00856,2026-03-25 22:30:00+00:00,BUY,7.55,74.07
POS-00857,2026-03-25 23:00:00+00:00,SELL,41.14,62.89
POS-00858,2026-03-26 01:30:00+00:00,SELL,10.05,64.43
POS-00859,2026-03-26 02:15:00+00:00,SELL,81.84,47.54
POS-00860,2026-03-26 03:00:00+00:00,BUY,5.65,68.37
POS-00861,2026-03-26 05:30:00+00:00,BUY,31.04,76.65
POS-00862,2026-03-26 09:00:00+00:00,SELL,21.26,105.43
POS-00863,2026-03-26 13:30:00+00:00,SELL,6.1,86.47
POS-00864,2026-03-26 18:15:00+00:00,BUY,44.93,82.11
POS-00865,2026-03-26 18:45:00+00:00,BUY,11.08,117.76
POS-00866,2026-03-26 20:00:00+00:00,BUY,77.0,104.95
POS-00867,2026-03-27 00:30:00+00:00,BUY,60.01,96.78
POS-00868,2026-03-27 06:00:00+00:00,SELL,34.6,61.63
POS-00869,2026-03-27 11:00:00+00:00,BUY,72.33,104.35
POS-00870,2026-03-27 15:45:00+00:00,BUY,68.75,120.0
POS-00871,2026-03-27 17:30:00+00:00,BUY,31.12,99.69
POS-00872,2026-03-27 23:00:00+00:00,BUY,72.78,44.98
POS-00873,2026-03-27 23:15:00+00:00,BUY,79.35,83.12
POS-00874,2026-03-27 23:30:00+00:00,SELL,54.59,75.73
POS-00875,2026-03-28 01:15:00+00:00,BUY,33.14,57.89
POS-00876,2026-03-28 08:30:00+00:00,BUY,77.05,86.65
POS-00877,2026-03-28 11:30:00+00:00,SELL,80.43,105.74
POS-00878,2026-03-28 12:00:00+00:00,BUY,32.78,75.02
POS-00879,2026-03-28 20:45:00+00:00,BUY,11.9,85.81
POS-00880,2026-03-28 22:00:00+00:00,SELL,74.42,49.98
POS-00881,2026-03-28 23:45:00+00:00,SELL,58.18,34.15
POS-00882,2026-03-29 01:00:00+00:00,SELL,23.56,74.57
POS-00883,2026-03-29 08:15:00+00:00,BUY,50.35,96.09
POS-00884,2026-03-29 12:00:00+00:00,BUY,29.66,76.42
POS-00885,2026-03-29 13:45:00+00:00,BUY,78.54,102.62
POS-00886,2026-03-29 23:45:00+00:00,BUY,32.37,43.86
POS-00887,2026-03-30 03:00:00+00:00,BUY,20.7,70.3
POS-00888,2026-03-30 03:45:00+00:00,BUY,8.46,74.3
POS-00889,2026-03-30 11:00:00+00:00,SELL,32.4,104.84
POS-00890,2026-03-30 11:15:00+00:00,BUY,84.16,108.27
POS-00891,2026-03-30 14:15:00+00:00,BUY,22.47,111.44
POS-00892,2026-03-30 20:00:00+00:00,SELL,41.64,94.78
POS-00893,2026-03-30 21:45:00+00:00,BUY,82.77,71.1
POS-00894,2026-03-30 22:00:00+00:00,BUY,5.54,84.57
POS-00895,2026-03-30 23:15:00+00:00,BUY,28.61,62.89
POS-00896,2026-03-31 06:45:00+00:00,SELL,70.69,80.68
POS-00897,2026-03-31 07:00:00+00:00,SELL,12.66,106.57
POS-00898,2026-03-31 08:15:00+00:00,SELL,79.26,59.57
POS-00899,2026-03-31 11:45:00+00:00,SELL,71.76,91.34
POS-00900,2026-03-31 15:15:00+00:00,BUY,16.44,108.62
